Date,Set,Order,LayingDate,Age,TofDay,Complete,SUhour,SUmin,SUsec,SUtimehr,SUagehr,Clutch,Tray,ESU,Stimulus,MinTo30y30,TestEggs,PBKhour,PBKmin,PBKsec,PBKtimehr,PBKtimemin,PBKage,FirstHhour,FirstHmin,FirstHsec,FirstHtimehr,FirstHtimemin,FirstHatch(s),FirstHatch(cycles),FirstHatch(s)600,EPPBK,EP3m,PropH,DorsalIMG1,DorsalIMG2,DorsalIMG3,TadLength1,TadLength2,TadLength3
20160805,31,89,20160730,6,6dAM,Y,9,8,15,9.1375,153.1375,C551,2,12,f,100,10,9,14,29,9.241388889,554.4833333,153.2413889,9,14,51,9.2475,554.85,0.366666667,36.66666667,0.366666667,3,3,0.7,6490,6493,6495,1.126,1.135,1.166
20160805,31,90,20160730,6,6dAM,Y,9,25,17,9.421388889,153.4213889,C551,1,14,c,30,12,9,32,32,9.542222222,572.5333333,153.5422222,9,32,51,9.5475,572.85,0.316666667,9.5,0.316666667,3,3,0.75,6496,6499,6500,1.171,1.092,1.186
20160805,31,91,20160730,6,6dAM,Y,9,45,57,9.765833333,153.7658333,C553,2,15,s,3.529411765,4,9,51,39,9.860833333,591.65,153.8608333,9,52,27,9.874166667,592.45,0.8,2.823529412,0.8,2,2,0.5,6504,6505,6507,1.202,1.178,1.219
20160805,32,92,20160730,6,6dAM,Y,10,2,14,10.03722222,154.0372222,C553,1,14,c,30,11,10,9,18,10.155,609.3,154.155,10,9,31,10.15861111,609.5166667,0.216666667,6.5,0.216666667,5,5,0.545454545,6508,6512,6513,1.233,1.247,1.27
20160805,32,93,20160730,6,6dAM,Y,10,20,57,10.34916667,154.3491667,C553,1,13,f,100,5,10,27,24,10.45666667,627.4,154.4566667,NA,NA,NA,NA,NA,NA,NA,600,5,4,0.2,6514,6515,6516,1.17,1.21,1.219
20160805,32,94,20160730,6,6dAM,Y,10,38,4,10.63444444,154.6344444,C540,1,10,s,3.529411765,6,10,43,48,10.73,643.8,154.73,10,44,43,10.74527778,644.7166667,0.916666667,3.235294118,0.916666667,0,0,1,6519,6521,6522,1.3,1.299,1.297
20160805,33,95,20160730,6,6dAM,Y,10,51,25,10.85694444,154.8569444,C549,1,11,s,3.529411765,5,10,57,37,10.96027778,657.6166667,154.9602778,10,58,2,10.96722222,658.0333333,0.416666667,1.470588235,0.416666667,3,2,0.6,6523,6524,6525,1.324,1.258,1.272
20160805,33,96,20160730,6,6dAM,Y,11,10,50,11.18055556,155.1805556,C546,2,15,f,100,13,11,18,21,11.30583333,678.35,155.3058333,11,19,8,11.31888889,679.1333333,0.783333333,78.33333333,0.783333333,10,10,0.230769231,6527,6528,6529,1.201,1.208,1.217
20160805,33,97,20160730,6,6dAM,Y,11,29,15,11.4875,155.4875,C546,1,13,c,30,10,11,34,20,11.57222222,694.3333333,155.5722222,11,34,40,11.57777778,694.6666667,0.333333333,10,0.333333333,3,3,0.7,6531,6533,6535,1.208,1.209,1.235
20160805,34,98,20160730,6,6dAM,N,11,46,0,11.76666667,155.7666667,C542,2,8,c,30,7,11,51,22,11.85611111,711.3666667,155.8561111,11,51,28,11.85777778,711.4666667,0.1,3,0.1,2,2,0.714285714,6538,6541,6543,1.217,1.27,1.28
20160805,34,99,20160730,6,6dAM,N,12,6,37,12.11027778,156.1102778,C550,1,8,s,3.529411765,8,12,11,37,12.19361111,731.6166667,156.1936111,12,12,52,12.21444444,732.8666667,1.25,4.411764706,1.25,4,3,0.625,6545,6546,6548,1.213,1.202,1.19
20160729,34,74,20160723,6,6dAM,N,10,45,18,10.755,154.755,C497,1,5,f,100,4,10,51,44,10.86222222,651.7333333,154.8622222,NA,NA,NA,NA,NA,NA,NA,600,4,4,0,6171,6174,6175,1.24,1.161,1.214
20160812,35,100,20160806,6,6dAM,Y,9,6,30,9.108333333,153.1083333,C583,4,8,s,3.529411765,4,9,12,1,9.200277778,552.0166667,153.2002778,9,14,6,9.235,554.1,2.083333333,7.352941176,2.083333333,0,0,1,6676,6677,6679,1.192,1.127,1.216
20160812,35,101,20160806,6,6dAM,Y,9,18,18,9.305,153.305,C585,2,8,f,100,4,9,23,18,9.388333333,563.3,153.3883333,9,24,5,9.401388889,564.0833333,0.783333333,78.33333333,0.783333333,1,1,0.75,6680,6681,6682,1.266,1.297,1.137
20160812,35,102,20160806,6,6dAM,Y,9,29,30,9.491666667,153.4916667,C583,1,5,c,30,3,9,34,32,9.575555556,574.5333333,153.5755556,9,35,2,9.583888889,575.0333333,0.5,15,0.5,0,0,1,6687,6689,6690,1.227,1.163,1.211
20160812,36,103,20160806,6,6dAM,Y,9,36,13,9.603611111,153.6036111,C579,3,5,f,100,4,9,41,39,9.694166667,581.65,153.6941667,9,42,20,9.705555556,582.3333333,0.683333333,68.33333333,0.683333333,3,3,0.25,6692,6693,6694,1.2,1.201,1.21
20160812,36,104,20160806,6,6dAM,Y,9,51,45,9.8625,153.8625,C587,1,5,s,3.529411765,4,9,56,37,9.943611111,596.6166667,153.9436111,9,57,16,9.954444444,597.2666667,0.65,2.294117647,0.65,0,0,1,6696,6697,6698,1.302,1.268,1.262
20160812,36,105,20160806,6,6dAM,Y,10,0,30,10.00833333,154.0083333,C583,3,7,c,30,6,10,4,30,10.075,604.5,154.075,10,4,58,10.08277778,604.9666667,0.466666667,14,0.466666667,2,2,0.666666667,6702,6703,6705,1.173,1.193,1.119
20160812,37,109,20160806,6,6dAM,Y,11,1,0,11.01666667,155.0166667,C586,2,5,c,30,3,11,7,1,11.11694444,667.0166667,155.1169444,11,7,35,11.12638889,667.5833333,0.566666667,17,0.566666667,1,0,1,6726,6729,6730,1.314,1.259,1.336
20160812,37,110,20160806,6,6dAM,Y,11,13,50,11.23055556,155.2305556,C582,3,4,f,100,3,11,19,7,11.31861111,679.1166667,155.3186111,11,21,52,11.36444444,681.8666667,2.75,275,2.75,2,2,0.333333333,6733,6737,6739,1.264,1.342,1.26
20160812,37,111,20160806,6,6dAM,Y,11,29,0,11.48333333,155.4833333,C585,1,4,s,3.529411765,3,11,34,30,11.575,694.5,155.575,11,36,30,11.60833333,696.5,2,7.058823529,2,2,1,0.666666667,6741,6743,6747,1.224,1.227,1.253
20160812,38,112,20160806,6,6dAM,N,11,45,0,11.75,155.75,C588,1,4,s,3.529411765,3,11,50,0,11.83333333,710,155.8333333,11,53,37,11.89361111,713.6166667,3.616666667,12.76470588,3.616666667,0,0,1,6749,6751,6752,1.276,1.276,1.255
20160813,38,113,20160807,6,6dAM,N,9,1,18,9.021666667,153.0216667,C591,1,8,c,30,3,9,7,48,9.13,547.8,153.13,9,8,9,9.135833333,548.15,0.35,10.5,0.35,0,0,1,6753,6754,6755,1.323,1.276,1.296
20160813,38,114,20160807,6,6dAM,N,9,14,15,9.2375,153.2375,C592,1,7,f,100,4,9,21,16,9.354444444,561.2666667,153.3544444,9,21,57,9.365833333,561.95,0.683333333,68.33333333,0.683333333,2,2,0.5,6756,6757,6758,1.28,1.31,1.276
20160814,39,115,20160808,6,6dAM,Y,8,58,0,8.966666667,152.9666667,C610,1,6,s,3.529411765,4,9,3,0,9.05,543,153.05,9,4,3,9.0675,544.05,1.05,3.705882353,1.05,1,0,1,6759,6762,6763,1.315,1.284,1.289
20160814,39,116,20160808,6,6dAM,Y,9,15,30,9.258333333,153.2583333,C599,5,5,c,30,3,9,20,35,9.343055556,560.5833333,153.3430556,9,20,48,9.346666667,560.8,0.216666667,6.5,0.216666667,0,0,1,6770,6771,6774,1.301,1.28,1.274
20160814,39,117,20160808,6,6dAM,Y,9,32,59,9.549722222,153.5497222,C599,3,6,f,100,3,9,40,14,9.670555556,580.2333333,153.6705556,9,41,12,9.686666667,581.2,0.966666667,96.66666667,0.966666667,2,2,0.333333333,6776,6777,6778,1.36,1.329,1.313
20160815,41,118,20160809,6,6dAM,Y,8,56,11,8.936388889,152.9363889,C618,1,9,f,100,3,9,1,43,9.028611111,541.7166667,153.0286111,9,1,53,9.031388889,541.8833333,0.166666667,16.66666667,0.166666667,2,2,0.333333333,6784,6788,6790,1.181,1.206,1.174
20160815,41,119,20160809,6,6dAM,Y,9,12,10,9.202777778,153.2027778,C611,2,8,c,30,3,9,17,20,9.288888889,557.3333333,153.2888889,9,17,45,9.295833333,557.75,0.416666667,12.5,0.416666667,0,0,1,6791,6792,6794,1.262,1.247,1.229
20160815,41,120,20160809,6,6dAM,Y,9,25,40,9.427777778,153.4277778,C611,3,8,s,3.529411765,6,9,31,21,9.5225,571.35,153.5225,9,31,59,9.533055556,571.9833333,0.633333333,2.235294118,0.633333333,1,1,0.833333333,6797,6799,6800,1.217,1.29,1.207
20160815,42,121,20160809,6,6dAM,Y,9,42,45,9.7125,153.7125,C617,1,8,c,30,6,9,48,47,9.813055556,588.7833333,153.8130556,9,49,3,9.8175,589.05,0.266666667,8,0.266666667,0,0,1,6805,6807,6810,1.137,1.218,1.223
20160815,42,122,20160809,6,6dAM,Y,9,53,10,9.886111111,153.8861111,C611,1,7,f,100,5,9,59,30,9.991666667,599.5,153.9916667,10,0,55,10.01527778,600.9166667,1.416666667,141.6666667,1.416666667,4,4,0.2,6811,6814,6816,1.223,1.314,1.154
20160815,42,123,20160809,6,6dAM,Y,10,8,42,10.145,154.145,C613,3,4,s,3.529411765,3,10,13,45,10.22916667,613.75,154.2291667,10,14,19,10.23861111,614.3166667,0.566666667,2,0.566666667,0,0,1,6819,6820,6822,1.284,1.312,1.294
20160815,43,124,20160809,6,6dAM,N,10,16,48,10.28,154.28,C612,2,4,c,30,3,10,22,2,10.36722222,622.0333333,154.3672222,10,22,19,10.37194444,622.3166667,0.283333333,8.5,0.283333333,0,0,1,6826,6827,6829,1.196,1.286,1.232
20160814,43,125,20160808,6,6dAM,N,10,8,9,10.13583333,154.1358333,C599,4,5,s,3.529411765,3,10,18,14,10.30388889,618.2333333,154.3038889,10,18,30,10.30833333,618.5,0.266666667,0.941176471,0.266666667,1,1,0.666666667,6779,6781,6782,1.309,1.303,1.276
20160816,43,126,20160810,6,6dAM,N,9,51,38,9.860555556,153.8605556,C620,2,7,f,100,4,9,56,42,9.945,596.7,153.945,9,58,0,9.966666667,598,1.3,130,1.3,3,3,0.25,6864,6865,6866,1.26,1.217,1.183
20160816,44,127,20160810,6,6dAM,Y,9,1,13,9.020277778,153.0202778,C621,2,8,s,3.529411765,4,9,7,19,9.121944444,547.3166667,153.1219444,9,7,22,9.122777778,547.3666667,0.05,0.176470588,0.05,0,0,1,6835,6843,6844,1.275,1.237,1.331
20160816,44,128,20160810,6,6dAM,Y,9,11,26,9.190555556,153.1905556,C623,1,9,f,100,8,9,18,23,9.306388889,558.3833333,153.3063889,9,18,41,9.311388889,558.6833333,0.3,30,0.3,7,7,0.125,6850,6852,6854,1.074,1.127,1.035
20160816,44,129,20160810,6,6dAM,Y,9,31,13,9.520277778,153.5202778,C621,1,9,c,30,2,9,36,29,9.608055556,576.4833333,153.6080556,9,36,34,9.609444444,576.5666667,0.083333333,2.5,0.083333333,0,0,1,6858,6861,6862,1.248,1.238,1.267
20160816,45,130,20160810,6,6dAM,Y,10,8,45,10.14583333,154.1458333,C622,1,7,f,100,5,10,14,16,10.23777778,614.2666667,154.2377778,10,15,59,10.26638889,615.9833333,1.716666667,171.6666667,1.716666667,3,3,0.4,6868,6876,6879,1.314,1.169,1.197
20160816,45,131,20160810,6,6dAM,Y,10,23,35,10.39305556,154.3930556,C619,3,5,c,30,3,10,28,43,10.47861111,628.7166667,154.4786111,10,28,58,10.48277778,628.9666667,0.25,7.5,0.25,0,0,1,6882,6883,6884,1.001,1.243,1.215
20160816,45,132,20160810,6,6dAM,Y,10,30,30,10.50833333,154.5083333,C619,1,4,s,3.529411765,3,10,35,30,10.59166667,635.5,154.5916667,10,36,0,10.6,636,0.5,1.764705882,0.5,0,0,1,6888,6893,6894,1.244,1.239,1.199
